
> social-dashboard-frontend@0.1.0 dev
> vite --host

Port 5173 is in use, trying another one...

  VITE v5.4.21  ready in 167 ms
      at JSXParserMixin.parseStatementListItem (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12747:17)
      at JSXParserMixin.parseBlockOrModuleBlockBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13316:61)
      at JSXParserMixin.parseBlockBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13309:10)
      at JSXParserMixin.parseBlock (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13297:10)
      at JSXParserMixin.parseFunctionBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12100:24)
      at JSXParserMixin.parseArrowExpression (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12075:10)
      at JSXParserMixin.parseAsyncArrowFromCallExpression (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11264:10)
      at JSXParserMixin.parseCoverCallAndAsyncArrowHead (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11194:27)
      at JSXParserMixin.parseSubscript (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11120:19)
      at JSXParserMixin.parseSubscripts (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11094:19)
      at JSXParserMixin.parseExprSubscripts (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11085:17)
      at JSXParserMixin.parseUpdate (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11066:21)
      at JSXParserMixin.parseMaybeUnary (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11046:23)
      at JSXParserMixin.parseMaybeUnaryOrPrivate (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10899:61)
      at JSXParserMixin.parseExprOps (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10904:23)
      at JSXParserMixin.parseMaybeConditional (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10881:23)
      at JSXParserMixin.parseMaybeAssign (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10831:21)
      at /home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10800:39
      at JSXParserMixin.allowInAnd (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12421:16)
      at JSXParserMixin.parseMaybeAssignAllowIn (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10800:17)
      at JSXParserMixin.parseVar (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13384:91)
      at JSXParserMixin.parseVarStatement (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13230:10)
      at JSXParserMixin.parseStatementContent (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12851:23)
      at JSXParserMixin.parseStatementLike (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12767:17)
      at JSXParserMixin.parseStatementListItem (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12747:17)
11:55:02 AM [vite] Internal server error: /home/user/GitRepos/social-media-dashboard/frontend/src/App.jsx: Unexpected token (219:5)

  217 |       const data = await res.json();
  218 |       
> 219 |      ) {
      |      ^
  220 |         setAiError(data.detail);
  221 |       } else if (data.content) {
  222 |         setAiContent(data.content);
  Plugin: vite:react-babel
  File: /home/user/GitRepos/social-media-dashboard/frontend/src/App.jsx:219:5
  217|        const data = await res.json();
  218|        
  219|       ) {
     |       ^
  220|          setAiError(data.detail);
  221|        } else if (data.content) {
      at constructor (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:365:19)
      at JSXParserMixin.raise (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:6599:19)
      at JSXParserMixin.unexpected (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:6619:16)
      at JSXParserMixin.parseExprAtom (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11442:22)
      at JSXParserMixin.parseExprAtom (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:4764:20)
      at JSXParserMixin.parseExprSubscripts (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11081:23)
      at JSXParserMixin.parseUpdate (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11066:21)
      at JSXParserMixin.parseMaybeUnary (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11046:23)
      at JSXParserMixin.parseMaybeUnaryOrPrivate (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10899:61)
      at JSXParserMixin.parseExprOps (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10904:23)
      at JSXParserMixin.parseMaybeConditional (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10881:23)
      at JSXParserMixin.parseMaybeAssign (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10831:21)
      at JSXParserMixin.parseExpressionBase (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10784:23)
      at /home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10780:39
      at JSXParserMixin.allowInAnd (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12421:16)
      at JSXParserMixin.parseExpression (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10780:17)
      at JSXParserMixin.parseStatementContent (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12895:23)
      at JSXParserMixin.parseStatementLike (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12767:17)
      at JSXParserMixin.parseStatementListItem (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12747:17)
      at JSXParserMixin.parseBlockOrModuleBlockBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13316:61)
      at JSXParserMixin.parseBlockBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13309:10)
      at JSXParserMixin.parseBlock (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13297:10)
      at JSXParserMixin.parseTryStatement (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13205:23)
      at JSXParserMixin.parseStatementContent (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12804:21)
      at JSXParserMixin.parseStatementLike (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12767:17)
      at JSXParserMixin.parseStatementListItem (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12747:17)
      at JSXParserMixin.parseBlockOrModuleBlockBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13316:61)
      at JSXParserMixin.parseBlockBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13309:10)
      at JSXParserMixin.parseBlock (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13297:10)
      at JSXParserMixin.parseFunctionBody (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12100:24)
      at JSXParserMixin.parseArrowExpression (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12075:10)
      at JSXParserMixin.parseAsyncArrowFromCallExpression (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11264:10)
      at JSXParserMixin.parseCoverCallAndAsyncArrowHead (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11194:27)
      at JSXParserMixin.parseSubscript (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11120:19)
      at JSXParserMixin.parseSubscripts (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11094:19)
      at JSXParserMixin.parseExprSubscripts (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11085:17)
      at JSXParserMixin.parseUpdate (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11066:21)
      at JSXParserMixin.parseMaybeUnary (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11046:23)
      at JSXParserMixin.parseMaybeUnaryOrPrivate (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10899:61)
      at JSXParserMixin.parseExprOps (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10904:23)
      at JSXParserMixin.parseMaybeConditional (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10881:23)
      at JSXParserMixin.parseMaybeAssign (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10831:21)
      at /home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10800:39
      at JSXParserMixin.allowInAnd (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12421:16)
      at JSXParserMixin.parseMaybeAssignAllowIn (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10800:17)
      at JSXParserMixin.parseVar (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13384:91)
      at JSXParserMixin.parseVarStatement (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:13230:10)
      at JSXParserMixin.parseStatementContent (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12851:23)
      at JSXParserMixin.parseStatementLike (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12767:17)
      at JSXParserMixin.parseStatementListItem (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12747:17)
11:55:32 AM [vite] hmr update /src/App.jsx
11:59:03 AM [vite] hmr update /src/App.jsx
11:59:26 AM [vite] hmr update /src/App.jsx
11:59:52 AM [vite] hmr update /src/App.jsx
12:00:08 PM [vite] hmr update /src/App.jsx
12:00:33 PM [vite] hmr update /src/App.jsx
12:01:03 PM [vite] hmr update /src/App.jsx
12:01:20 PM [vite] hmr update /src/styles.css
12:04:53 PM [vite] hmr update /src/styles.css
12:05:56 PM [vite] hmr update /src/App.jsx
12:06:18 PM [vite] hmr update /src/App.jsx
12:06:40 PM [vite] hmr update /src/App.jsx
12:07:03 PM [vite] hmr update /src/App.jsx
12:07:56 PM [vite] hmr update /src/styles.css
12:09:10 PM [vite] hmr update /src/App.jsx
12:09:16 PM [vite] hmr update /src/App.jsx
12:09:43 PM [vite] hmr update /src/App.jsx
12:09:44 PM [vite] Internal server error: /home/user/GitRepos/social-media-dashboard/frontend/src/App.jsx: Expected corresponding JSX closing tag for <div>. (1054:6)

  1052 |           </div>
  1053 |         )}
> 1054 |       </main>
       |       ^
  1055 |     </div>
  1056 |   );
  1057 | }
  Plugin: vite:react-babel
  File: /home/user/GitRepos/social-media-dashboard/frontend/src/App.jsx:1054:6
  1052|            </div>
  1053|          )}
  1054|        </main>
     |        ^
  1055|      </div>
  1056|    );
      at constructor (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:365:19)
      at JSXParserMixin.raise (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:6599:19)
      at JSXParserMixin.jsxParseElementAt (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:4727:16)
      at JSXParserMixin.jsxParseElement (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:4749:17)
      at JSXParserMixin.parseExprAtom (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:4759:19)
      at JSXParserMixin.parseExprSubscripts (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11081:23)
      at JSXParserMixin.parseUpdate (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11066:21)
      at JSXParserMixin.parseMaybeUnary (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11046:23)
      at JSXParserMixin.parseMaybeUnaryOrPrivate (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10899:61)
      at JSXParserMixin.parseExprOps (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10904:23)
      at JSXParserMixin.parseMaybeConditional (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10881:23)
      at JSXParserMixin.parseMaybeAssign (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10831:21)
      at /home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10800:39
      at JSXParserMixin.allowInAnd (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12426:12)
      at JSXParserMixin.parseMaybeAssignAllowIn (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10800:17)
      at JSXParserMixin.parseMaybeAssignAllowInOrVoidPattern (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12493:17)
      at JSXParserMixin.parseParenAndDistinguishExpression (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11675:28)
      at JSXParserMixin.parseExprAtom (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11331:23)
      at JSXParserMixin.parseExprAtom (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:4764:20)
      at JSXParserMixin.parseExprSubscripts (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11081:23)
      at JSXParserMixin.parseUpdate (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11066:21)
      at JSXParserMixin.parseMaybeUnary (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11046:23)
      at JSXParserMixin.parseMaybeUnaryOrPrivate (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10899:61)
      at JSXParserMixin.parseExprOpBaseRightExpr (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10986:34)
      at JSXParserMixin.parseExprOpRightExpr (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10981:21)
      at JSXParserMixin.parseExprOp (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10947:27)
      at JSXParserMixin.parseExprOp (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10953:21)
      at JSXParserMixin.parseExprOps (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10908:17)
      at JSXParserMixin.parseMaybeConditional (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10881:23)
      at JSXParserMixin.parseMaybeAssign (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10831:21)
      at JSXParserMixin.parseExpressionBase (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10784:23)
      at /home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10780:39
      at JSXParserMixin.allowInAnd (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12426:12)
      at JSXParserMixin.parseExpression (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10780:17)
      at JSXParserMixin.jsxParseExpressionContainer (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:4632:31)
      at JSXParserMixin.jsxParseElementAt (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:4711:36)
      at JSXParserMixin.jsxParseElementAt (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:4698:32)
      at JSXParserMixin.jsxParseElement (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:4749:17)
      at JSXParserMixin.parseExprAtom (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:4759:19)
      at JSXParserMixin.parseExprSubscripts (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11081:23)
      at JSXParserMixin.parseUpdate (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11066:21)
      at JSXParserMixin.parseMaybeUnary (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11046:23)
      at JSXParserMixin.parseMaybeUnaryOrPrivate (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10899:61)
      at JSXParserMixin.parseExprOps (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10904:23)
      at JSXParserMixin.parseMaybeConditional (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10881:23)
      at JSXParserMixin.parseMaybeAssign (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10831:21)
      at /home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10800:39
      at JSXParserMixin.allowInAnd (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12426:12)
      at JSXParserMixin.parseMaybeAssignAllowIn (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10800:17)
      at JSXParserMixin.parseMaybeAssignAllowInOrVoidPattern (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12493:17)
12:09:44 PM [vite] Internal server error: /home/user/GitRepos/social-media-dashboard/frontend/src/App.jsx: Expected corresponding JSX closing tag for <div>. (1054:6)

  1052 |           </div>
  1053 |         )}
> 1054 |       </main>
       |       ^
  1055 |     </div>
  1056 |   );
  1057 | }
  Plugin: vite:react-babel
  File: /home/user/GitRepos/social-media-dashboard/frontend/src/App.jsx:1054:6
  1052|            </div>
  1053|          )}
  1054|        </main>
     |        ^
  1055|      </div>
  1056|    );
      at constructor (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:365:19)
      at JSXParserMixin.raise (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:6599:19)
      at JSXParserMixin.jsxParseElementAt (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:4727:16)
      at JSXParserMixin.jsxParseElement (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:4749:17)
      at JSXParserMixin.parseExprAtom (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:4759:19)
      at JSXParserMixin.parseExprSubscripts (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11081:23)
      at JSXParserMixin.parseUpdate (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11066:21)
      at JSXParserMixin.parseMaybeUnary (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11046:23)
      at JSXParserMixin.parseMaybeUnaryOrPrivate (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10899:61)
      at JSXParserMixin.parseExprOps (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10904:23)
      at JSXParserMixin.parseMaybeConditional (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10881:23)
      at JSXParserMixin.parseMaybeAssign (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10831:21)
      at /home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10800:39
      at JSXParserMixin.allowInAnd (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12426:12)
      at JSXParserMixin.parseMaybeAssignAllowIn (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10800:17)
      at JSXParserMixin.parseMaybeAssignAllowInOrVoidPattern (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12493:17)
      at JSXParserMixin.parseParenAndDistinguishExpression (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11675:28)
      at JSXParserMixin.parseExprAtom (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11331:23)
      at JSXParserMixin.parseExprAtom (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:4764:20)
      at JSXParserMixin.parseExprSubscripts (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11081:23)
      at JSXParserMixin.parseUpdate (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11066:21)
      at JSXParserMixin.parseMaybeUnary (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11046:23)
      at JSXParserMixin.parseMaybeUnaryOrPrivate (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10899:61)
      at JSXParserMixin.parseExprOpBaseRightExpr (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10986:34)
      at JSXParserMixin.parseExprOpRightExpr (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10981:21)
      at JSXParserMixin.parseExprOp (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10947:27)
      at JSXParserMixin.parseExprOp (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10953:21)
      at JSXParserMixin.parseExprOps (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10908:17)
      at JSXParserMixin.parseMaybeConditional (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10881:23)
      at JSXParserMixin.parseMaybeAssign (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10831:21)
      at JSXParserMixin.parseExpressionBase (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10784:23)
      at /home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10780:39
      at JSXParserMixin.allowInAnd (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12426:12)
      at JSXParserMixin.parseExpression (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10780:17)
      at JSXParserMixin.jsxParseExpressionContainer (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:4632:31)
      at JSXParserMixin.jsxParseElementAt (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:4711:36)
      at JSXParserMixin.jsxParseElementAt (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:4698:32)
      at JSXParserMixin.jsxParseElement (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:4749:17)
      at JSXParserMixin.parseExprAtom (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:4759:19)
      at JSXParserMixin.parseExprSubscripts (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11081:23)
      at JSXParserMixin.parseUpdate (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11066:21)
      at JSXParserMixin.parseMaybeUnary (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:11046:23)
      at JSXParserMixin.parseMaybeUnaryOrPrivate (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10899:61)
      at JSXParserMixin.parseExprOps (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10904:23)
      at JSXParserMixin.parseMaybeConditional (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10881:23)
      at JSXParserMixin.parseMaybeAssign (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10831:21)
      at /home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10800:39
      at JSXParserMixin.allowInAnd (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12426:12)
      at JSXParserMixin.parseMaybeAssignAllowIn (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:10800:17)
      at JSXParserMixin.parseMaybeAssignAllowInOrVoidPattern (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/@babel/parser/lib/index.js:12493:17)
12:10:01 PM [vite] hmr update /src/App.jsx
12:10:11 PM [vite] hmr update /src/App.jsx
12:10:24 PM [vite] hmr update /src/App.jsx
12:10:40 PM [vite] hmr update /src/App.jsx
12:12:48 PM [vite] hmr update /src/styles.css
12:14:37 PM [vite] hmr update /src/styles.css
12:15:35 PM [vite] hmr update /src/App.jsx
12:16:00 PM [vite] hmr update /src/App.jsx
12:16:18 PM [vite] hmr update /src/styles.css
12:18:12 PM [vite] hmr update /src/styles.css
12:19:55 PM [vite] hmr update /src/App.jsx
12:20:10 PM [vite] hmr update /src/App.jsx
12:22:42 PM [vite] hmr update /src/styles.css
12:22:42 PM [vite] Internal server error: [postcss] /home/user/GitRepos/social-media-dashboard/frontend/src/styles.css:1004:1: Unexpected }
  Plugin: vite:css
  File: /home/user/GitRepos/social-media-dashboard/frontend/src/styles.css:1004:0
  1002|    font-size: 0.8rem;
  1003|    color: var(--gray);
  1004|  }
     |  ^
  1005|  
      at Input.error (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/postcss/lib/input.js:135:16)
      at Parser.unexpectedClose (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/postcss/lib/parser.js:587:22)
      at Parser.end (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/postcss/lib/parser.js:330:12)
      at Parser.parse (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/postcss/lib/parser.js:456:16)
      at parse (/home/user/GitRepos/social-media-dashboard/frontend/node_modules/postcss/lib/parse.js:11:12)
